Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Domain,Number of sessions,Power drawn (kWh),Number of faults,Uptime,Display category
Jul-24,13330,53060,"Boat of Garten Community Hall, ChargePlace Scotland, BP - ChargePlace Scotland",Highland,PH24 3BL,ChargePlace Scotland,74,1451.08,4,100.00%,Public
Jul-24,13440,53061,"CASTLETON FARM SHOP, ChargePlace Scotland, BP - ChargePlace Scotland",Aberdeenshire,AB30 1JX,ChargePlace Scotland,22,174.39,0,100.00%,Public
Jul-24,13441,53062,"CASTLETON FARM SHOP, ChargePlace Scotland, BP - ChargePlace Scotland",Aberdeenshire,AB30 1JX,ChargePlace Scotland,10,28.15,0,100.00%,Public
Jul-24,13499,53063,"ChargePlace Scotland, Boyndie Trust Ltd, BP - ChargePlace Scotland",Aberdeenshire,AB45 2JT,ChargePlace Scotland,7,148.16,0,100.00%,Public
Jul-24,WBECYC_0006,53069,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 3PB,ChargePlace Scotland,5,78.37,0,100.00%,Public
Jul-24,WBECYC_0007,53070,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 3PB,ChargePlace Scotland,9,77.06,0,100.00%,Public
Jul-24,WBECYC_0008,53072,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 2LA,ChargePlace Scotland,16,353.81,0,100.00%,Public
Jul-24,WBECYC_0009,53073,"ChargePlace Scotland, Midlothian Council",Midlothian,EH25 9PU,ChargePlace Scotland,46,681.39,0,100.00%,Public
Jul-24,WBECYC_0010,53074,"ChargePlace Scotland, Midlothian Council",Midlothian,EH23 4NU,ChargePlace Scotland,27,390.07,0,100.00%,Public
Jul-24,WBECYC_0012,53075,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 4SX,ChargePlace Scotland,14,304.05,0,100.00%,Public
Jul-24,WBECYC_0011,53076,"ChargePlace Scotland, Midlothian Council",Midlothian,EH26 9EP,ChargePlace Scotland,97,2113.98,4,100.00%,Public
Jul-24,53080,53080,"ChargePlace Scotland, Netherthird Initiative",East Ayrshire,KA18 3AR,ChargePlace Scotland,18,293.41,1,100.00%,Public
Jul-24,53081,53081,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 2UH,ChargePlace Scotland,52,765.81,0,100.00%,Public
Jul-24,53083,53083,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA16 7QG,ChargePlace Scotland,20,272.84,0,100.00%,Public
Jul-24,53084,53084,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA16 7QG,ChargePlace Scotland,35,563.97,0,100.00%,Public
Jul-24,53085,53085,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA14 5JH,ChargePlace Scotland,12,91.18,2,100.00%,Public
Jul-24,53086,53086,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA14 5JH,ChargePlace Scotland,17,384.52,0,100.00%,Public
Jul-24,53087,53087,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 1DH,ChargePlace Scotland,9,159.17,0,100.00%,Public
Jul-24,53088,53088,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 1DH,ChargePlace Scotland,17,277.46,0,100.00%,Public
Jul-24,53104,53104,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,ChargePlace Scotland,82,1849.08,6,100.00%,Public
Jul-24,53106,53106,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,ChargePlace Scotland,16,214.81,0,100.00%,Public
Jul-24,53107,53107,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG3 4HQ,ChargePlace Scotland,12,311.49,0,100.00%,Public
Jul-24,53110,53110,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA20 3DL,ChargePlace Scotland,101,2150.4,2,97.50%,Public
Jul-24,53111,53111,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HU,ChargePlace Scotland,15,517.93,0,100.00%,Public
Jul-24,53114,53114,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5NX,ChargePlace Scotland,49,651.02,1,100.00%,Public
Jul-24,53115,53115,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5NX,ChargePlace Scotland,43,666.48,0,100.00%,Public
Jul-24,53116,53116,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5NX,ChargePlace Scotland,33,603.9,0,100.00%,Public
Jul-24,53117,53117,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5NX,ChargePlace Scotland,38,773.08,2,100.00%,Public
Jul-24,53120,53120,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 3RT,ChargePlace Scotland,85,1488.49,0,96.30%,Public
Jul-24,53121,53121,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 3RT,ChargePlace Scotland,64,668.1,0,88.80%,Public
Jul-24,53130,53130,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA6 7HH,ChargePlace Scotland,46,942.58,0,91.70%,Public
Jul-24,53131,53131,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA5 8EW,ChargePlace Scotland,80,1486.14,0,92.00%,Public
Jul-24,53132,53132,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA11 3NN,ChargePlace Scotland,97,2051.44,2,93.60%,Public
Jul-24,13582,53133,"ChargePlace Scotland, Serco NorthLink Ferries, BP - ChargePlace Scotland",Aberdeen City,AB11 5NP,ChargePlace Scotland,2,43.27,0,100.00%,Public
Jul-24,13583,53134,"ChargePlace Scotland, Serco NorthLink Ferries, BP - ChargePlace Scotland",Aberdeen City,AB11 5NP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13584,53135,"ChargePlace Scotland, Serco NorthLink Ferries, BP - ChargePlace Scotland",Aberdeen City,AB11 5NP,ChargePlace Scotland,33,445.58,0,100.00%,Public
Jul-24,13585,53136,"ChargePlace Scotland, Serco NorthLink Ferries, BP - ChargePlace Scotland",Aberdeen City,AB11 5NP,ChargePlace Scotland,37,355.07,0,100.00%,Public
Jul-24,53137,53137,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G42 8YD,ChargePlace Scotland,47,723.33,0,100.00%,Public
Jul-24,53138,53138,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,KW1 5LB,ChargePlace Scotland,18,459.46,0,100.00%,Public
Jul-24,JORRO_0005,53140,"ChargePlace Scotland, Murrayfield Curling Limited",City of Edinburgh,EH12 5XN,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,JORRO_0004,53142,"ChargePlace Scotland, W Livingstone Ltd",North Lanarkshire,G71 6BS,ChargePlace Scotland,48,468.38,0,99.60%,Public
Jul-24,53143,53143,Springkell House,Dumfries and Galloway,DG11 3AL,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,JORRO_0006,53144,"ChargePlace Scotland, Nairn Community and Arts Centre",Highland,IV12 4BQ,ChargePlace Scotland,99,2241.13,7,100.00%,Public
Jul-24,53150,53150,"ChargePlace Scotland, Buzzworks Inns Ltd",East Ayrshire,KA3 5EQ,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13643,53172,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,12,118.02,0,100.00%,Public
Jul-24,13644,53173,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,26,274.28,0,100.00%,Public
Jul-24,13645,53174,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,28,310.78,0,100.00%,Public
Jul-24,13646,53175,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,35,299.48,0,100.00%,Public
Jul-24,13647,53176,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,21,186.24,0,100.00%,Public
Jul-24,53209,53209,"ChargePlace Scotland, Castle Rock Edinvar Housing Association",City of Edinburgh,,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,53213,53213,"ChargePlace Scotland, ORKNEY HOUSING ASSOCIATION LTD",Orkney Islands,KW17 2HT,ChargePlace Scotland,5,23.91,0,100.00%,Public
Jul-24,13455,53214,"ChargePlace Scotland, Mercat Grill, BP - ChargePlace Scotland",East Lothian,EH21 8PG,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13500,53215,"ChargePlace Scotland, Mercat Grill, BP - ChargePlace Scotland",East Lothian,EH21 8PG,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,53216,53216,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,151,2695.29,2,94.80%,Public
Jul-24,53217,53217,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,119,2365.91,2,95.40%,Public
Jul-24,53218,53218,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,150,3537.01,0,95.90%,Public
Jul-24,53219,53219,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,215,4226.09,3,93.50%,Public
Jul-24,53220,53220,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,4,72.64,0,100.00%,Public
Jul-24,53221,53221,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,1,0.22,0,100.00%,Public
Jul-24,53222,53222,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,5,71.72,0,94.20%,Public
Jul-24,53223,53223,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,6,41.91,0,100.00%,Public
Jul-24,53224,53224,"Angus Council, ChargePlace Scotland",Angus,DD8 1WH,ChargePlace Scotland,4,16.96,0,100.00%,Public
Jul-24,13505,53225,"Callendar Estate, ChargePlace Scotland, BP - ChargePlace Scotland",Falkirk,FK1 3AZ,ChargePlace Scotland,14,56.78,0,100.00%,Public
Jul-24,53226,53226,"ChargePlace Scotland, Stirling Council",Stirling,FK7 8DS,ChargePlace Scotland,30,656.05,1,100.00%,Public
Jul-24,53227,53227,"ChargePlace Scotland, Stirling Council",Stirling,FK7 8DS,ChargePlace Scotland,28,866.96,1,59.30%,Public
Jul-24,53228,53228,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7QA,ChargePlace Scotland,66,904.42,0,100.00%,Public
Jul-24,53233,53233,"ChargePlace Scotland, Elecar Ltd",Highland,PH33 6QG,ChargePlace Scotland,0,0,2,100.00%,Public
Jul-24,13766,53234,"ChargePlace Scotland, University of West Scotland, BP - ChargePlace Scotland",South Ayrshire,KA8 0SX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13765,53235,"ChargePlace Scotland, University of West Scotland, BP - ChargePlace Scotland",Renfrewshire,PA1 2BE,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13687,53236,"ChargePlace Scotland, Legacy Resort Ltd, BP - ChargePlace Scotland",Dumfries and Galloway,DG8 0EP,ChargePlace Scotland,12,268.08,0,100.00%,Public
Jul-24,13689,53237,"ChargePlace Scotland, Wig Bay Holiday Park, BP - ChargePlace Scotland",Dumfries and Galloway,DG9 0PS,ChargePlace Scotland,6,171.65,0,100.00%,Public
Jul-24,53238,53238,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA21 5EP,ChargePlace Scotland,144,4359.71,5,95.20%,Public
Jul-24,53239,53239,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA21 5EP,ChargePlace Scotland,214,6023.18,3,92.00%,Public
Jul-24,53240,53240,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA21 5EP,ChargePlace Scotland,21,177.49,0,100.00%,Public
Jul-24,53241,53241,"ChargePlace Scotland, University of St Andrews",Fife,KY16 0US,ChargePlace Scotland,16,254.58,0,100.00%,Public
Jul-24,53242,53242,"ChargePlace Scotland, University of St Andrews",Fife,KY16 0US,ChargePlace Scotland,7,117.99,0,100.00%,Public
Jul-24,53243,53243,"ChargePlace Scotland, University of St Andrews",Fife,KY16 0US,ChargePlace Scotland,8,107.65,0,100.00%,Public
Jul-24,53244,53244,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA24 5AG,ChargePlace Scotland,171,4858.52,3,89.00%,Public
Jul-24,53246,53246,"Angus Council, ChargePlace Scotland",Angus,DD8 4BS,ChargePlace Scotland,56,810.72,2,41.30%,Public
Jul-24,53247,53247,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML8 4DF,ChargePlace Scotland,128,2993.85,1,96.70%,Public
Jul-24,53248,53248,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML8 4DF,ChargePlace Scotland,22,448.28,0,100.00%,Public
Jul-24,53249,53249,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML8 4DF,ChargePlace Scotland,19,262.13,0,100.00%,Public
Jul-24,53250,53250,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 0HQ,ChargePlace Scotland,108,2120.67,3,94.10%,Public
Jul-24,53251,53251,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 0HQ,ChargePlace Scotland,21,184.16,0,100.00%,Public
Jul-24,53252,53252,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 0HQ,ChargePlace Scotland,15,236.56,0,100.00%,Public
Jul-24,53253,53253,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 0HQ,ChargePlace Scotland,22,345.15,0,100.00%,Public
Jul-24,53254,53254,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 0HQ,ChargePlace Scotland,37,679.6,0,100.00%,Public
Jul-24,53255,53255,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G74 3JT,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,53256,53256,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G74 3JT,ChargePlace Scotland,25,761.68,1,100.00%,Public
Jul-24,53257,53257,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH21 1ET,ChargePlace Scotland,165,4072.74,1,96.20%,Public
Jul-24,53258,53258,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH21 1ET,ChargePlace Scotland,198,4783.38,4,95.40%,Public
Jul-24,53259,53259,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH21 1ET,ChargePlace Scotland,59,868.95,1,100.00%,Public
Jul-24,53260,53260,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,KW14 8PS,ChargePlace Scotland,22,734.18,0,100.00%,Public
Jul-24,53261,53261,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,KW14 8PS,ChargePlace Scotland,32,416.33,0,100.00%,Public
Jul-24,53262,53262,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,KW14 8PS,ChargePlace Scotland,128,2272.27,6,84.60%,Public
Jul-24,53263,53263,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1JE,ChargePlace Scotland,68,1429.18,1,63.20%,Public
Jul-24,53264,53264,North Lanarkshire Council,North Lanarkshire,ML5 1JE,ChargePlace Scotland,12,213.9,1,100.00%,Public
Jul-24,53265,53265,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1JE,ChargePlace Scotland,39,758.12,0,100.00%,Public
Jul-24,53266,53266,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML11 8PQ,ChargePlace Scotland,21,248.03,0,99.90%,Public
Jul-24,53267,53267,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML11 8PQ,ChargePlace Scotland,19,453.56,0,100.00%,Public
Jul-24,53268,53268,North Lanarkshire Council,North Lanarkshire,G65 0HT,ChargePlace Scotland,18,443.67,0,100.00%,Public
Jul-24,53269,53269,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G65 0HT,ChargePlace Scotland,21,581.34,2,100.00%,Public
Jul-24,13566,53274,"ChargePlace Scotland, Roddenloft Estates, BP - ChargePlace Scotland",East Ayrshire,KA5 5HH,ChargePlace Scotland,38,199.6,0,100.00%,Public
Jul-24,13684,53275,"ChargePlace Scotland, Cove Burgh Hall, BP - ChargePlace Scotland",Argyll and Bute,G84 0LY,ChargePlace Scotland,9,162.21,1,100.00%,Public
Jul-24,13688,53276,"ChargePlace Scotland, Loch Kinord Hotel, BP - ChargePlace Scotland",Aberdeenshire,AB34 5LW,ChargePlace Scotland,10,201.12,0,100.00%,Public
Jul-24,13565,53277,"ChargePlace Scotland, Loch Kinord Hotel, BP - ChargePlace Scotland",Aberdeenshire,AB34 5LW,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,53280,53280,"ChargePlace Scotland, Teviot Electric Car Club Ltd",Scottish Borders,TD9 9NQ,ChargePlace Scotland,24,335.02,0,100.00%,Public
Jul-24,53281,53281,"ChargePlace Scotland, Teviot Electric Car Club Ltd",Scottish Borders,TD9 9NQ,ChargePlace Scotland,21,320.76,0,70.30%,Public
Jul-24,13221,53283,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,1,27.87,0,100.00%,Public
Jul-24,13224,53284,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13222,53285,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,6,94.5,0,100.00%,Public
Jul-24,13223,53286,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,1,11.54,0,100.00%,Public
Jul-24,13229,53287,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13225,53288,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13220,53289,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13219,53290,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,3,0.54,0,100.00%,Public
Jul-24,13227,53291,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,7,203.78,0,100.00%,Public
Jul-24,13226,53292,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,6,83.33,1,100.00%,Public
Jul-24,13228,53293,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,10,491.92,0,100.00%,Public
Jul-24,13218,53294,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Aberdeenshire,AB51 0YP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,53306,53306,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3AG,ChargePlace Scotland,65,1202.09,0,98.60%,Public
Jul-24,53307,53307,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3AG,ChargePlace Scotland,10,12.69,0,97.60%,Public
Jul-24,53309,53309,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML11 8HS,ChargePlace Scotland,55,1194.47,0,98.30%,Public
Jul-24,53310,53310,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML11 8HS,ChargePlace Scotland,24,495.46,0,100.00%,Public
Jul-24,53311,53311,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,ML11 8HS,ChargePlace Scotland,8,182.06,0,100.00%,Public
Jul-24,53312,53312,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 7BL,ChargePlace Scotland,42,1097.89,0,73.00%,Public
Jul-24,53313,53313,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 7BL,ChargePlace Scotland,80,1636.26,0,93.00%,Public
Jul-24,53314,53314,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 7BL,ChargePlace Scotland,29,1301.75,2,99.90%,Public
Jul-24,53315,53315,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML6 7BL,ChargePlace Scotland,15,574.85,0,100.00%,Public
Jul-24,53316,53316,North Lanarkshire Council,North Lanarkshire,ML6 7BL,ChargePlace Scotland,17,388.03,0,99.50%,Public
Jul-24,53317,53317,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 5LH,ChargePlace Scotland,49,589.01,1,100.00%,Public
Jul-24,53318,53318,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 4NL,ChargePlace Scotland,23,276.29,0,100.00%,Public
Jul-24,53330,53330,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1DL,ChargePlace Scotland,86,2216.58,1,95.70%,Public
Jul-24,53331,53331,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1DL,ChargePlace Scotland,78,1648.72,0,97.60%,Public
Jul-24,53332,53332,North Lanarkshire Council,North Lanarkshire,ML5 1DL,ChargePlace Scotland,42,1048.22,0,100.00%,Public
Jul-24,53333,53333,North Lanarkshire Council,North Lanarkshire,ML5 1DL,ChargePlace Scotland,71,1495.1,3,100.00%,Public
Jul-24,53334,53334,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML5 1DL,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,53339,53339,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G75 9LW,ChargePlace Scotland,31,1037.09,2,99.00%,Public
Jul-24,53340,53340,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G75 9LW,ChargePlace Scotland,21,580.74,0,100.00%,Public
Jul-24,13702,53342,"ChargePlace Scotland, Portpatrick Harbour CBS, BP - ChargePlace Scotland",Dumfries and Galloway,DG9 8AN,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,t54_hu1_3919_016,53344,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1FD,ChargePlace Scotland,197,3636.8,2,100.00%,Public
Jul-24,t54_hu1_4019_004,53345,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1FD,ChargePlace Scotland,168,3353.26,3,100.00%,Public
Jul-24,WBECYC_0015,53346,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 2LA,ChargePlace Scotland,7,115.14,0,100.00%,Public
Jul-24,WBECYC_0014,53347,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1JD,ChargePlace Scotland,50,971.63,0,100.00%,Public
Jul-24,53364,53364,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH1 4LT,ChargePlace Scotland,13,106.2,0,100.00%,Public
Jul-24,53365,53365,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH10 7NX,ChargePlace Scotland,37,792.26,0,100.00%,Public
Jul-24,13876,53366,"ChargePlace Scotland, Sound of Mull Hospitality Ltd, BP - ChargePlace Scotland",Highland,IV40 8HL,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13877,53367,"ChargePlace Scotland, URRAS COIMHEARSNACHD BHRADHAGAIR AGUS AMOIL (UCBA), BP - ChargePlace Scotland",Na h-Eileanan an Iar,HS2 9DA,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,13782,53368,"ChargePlace Scotland, Columba 1400, BP - ChargePlace Scotland",Highland,IV51 9JY,ChargePlace Scotland,37,399.05,3,100.00%,Public
Jul-24,13686,53369,"ChargePlace Scotland, The Three Chimneys Scotland Ltd, BP - ChargePlace Scotland",Highland,IV55 8ZT,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,53370,53370,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV15 9QN,ChargePlace Scotland,12,122.28,0,100.00%,Public
Jul-24,53371,53371,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV15 9QN,ChargePlace Scotland,7,90.01,0,100.00%,Public
Jul-24,53391,53391,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 3EU,ChargePlace Scotland,95,2228.94,2,92.50%,Public
Jul-24,53392,53392,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G74 3EU,ChargePlace Scotland,16,380.74,0,100.00%,Public
Jul-24,53393,53393,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G74 3EU,ChargePlace Scotland,26,466.84,5,100.00%,Public
Jul-24,53394,53394,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council",South Lanarkshire,G74 3EU,ChargePlace Scotland,24,494.2,0,100.00%,Public
Jul-24,53414,53414,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AZ,ChargePlace Scotland,90,1477.4,1,97.50%,Public
Jul-24,53415,53415,North Lanarkshire Council,North Lanarkshire,ML1 1AZ,ChargePlace Scotland,33,845.32,0,100.00%,Public
Jul-24,53416,53416,North Lanarkshire Council,North Lanarkshire,ML1 1AZ,ChargePlace Scotland,21,593.59,2,100.00%,Public
Jul-24,53417,53417,North Lanarkshire Council,North Lanarkshire,ML1 1AZ,ChargePlace Scotland,8,191.11,2,100.00%,Public
Jul-24,53418,53418,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AZ,ChargePlace Scotland,15,291.22,0,100.00%,Public
Jul-24,53421,53421,"ChargePlace Scotland, The Torridon Hotel Ltd",Highland,IV22 2EY,ChargePlace Scotland,36,463.33,0,99.00%,Public
Jul-24,53422,53422,"ChargePlace Scotland, The Lovat Loch Ness Ltd",Highland,PH32 4DU,ChargePlace Scotland,104,2325.12,3,97.40%,Public
Jul-24,53423,53423,The Lovat Loch Ness Ltd,Highland,PH32 4DU,ChargePlace Scotland,35,658.84,0,100.00%,Public
Jul-24,53424,53424,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV15 9SE,ChargePlace Scotland,27,358.16,0,100.00%,Public
Jul-24,53425,53425,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV15 9SE,ChargePlace Scotland,74,1351.67,1,97.70%,Public
Jul-24,53426,53426,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV15 9SE,ChargePlace Scotland,104,2368.66,2,95.30%,Public
Jul-24,53427,53427,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 8JN,ChargePlace Scotland,52,992.99,0,97.80%,Public
Jul-24,53428,53428,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 8JN,ChargePlace Scotland,2,52.88,0,100.00%,Public
