Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Domain,Number of sessions,Power drawn (kWh),Number of faults,Uptime,Display category
Jul-24,APT51559,51559,"ChargePlace Scotland, SPORTSCOTLAND NATIONAL TRAINING CENTRE",North Ayrshire,KA30 8RW,ChargePlace Scotland,13,325.52,0,100.00%,Public
Jul-24,51560,51560,"ChargePlace Scotland, SPORTSCOTLAND NATIONAL TRAINING CENTRE",North Ayrshire,KA30 8RW,ChargePlace Scotland,42,619.3,0,97.90%,Public
Jul-24,51561,51561,"ChargePlace Scotland, Hydro Services (Seamill)",North Ayrshire,KA23 9ND,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51562,51562,"ChargePlace Scotland, NHS Highlands (Public)",Highland,IV2 3FG,ChargePlace Scotland,8,141.34,0,100.00%,Public
Jul-24,APT51563,51563,"ChargePlace Scotland, Fife Council",Fife,KY1 1RL,ChargePlace Scotland,317,9165.28,1,86.90%,Public
Jul-24,51564,51564,"ChargePlace Scotland, Fife Council",Fife,KY7 6GH,ChargePlace Scotland,305,8917.59,3,89.30%,Public
Jul-24,51565,51565,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,34,936.83,1,98.70%,Public
Jul-24,51566,51566,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,7,311.76,0,99.70%,Public
Jul-24,51567,51567,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,32,1173.69,1,98.10%,Public
Jul-24,51568,51568,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G34 9PE,ChargePlace Scotland,84,1538.19,2,84.90%,Public
Jul-24,51569,51569,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G34 9PE,ChargePlace Scotland,36,246.88,1,86.80%,Public
Jul-24,APT51570,51570,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G20 7BY,ChargePlace Scotland,55,1069.61,0,98.90%,Public
Jul-24,51571,51571,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G20 7PZ,ChargePlace Scotland,53,929.17,3,100.00%,Public
Jul-24,51574,51574,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV26 2XB,ChargePlace Scotland,172,3703.64,6,66.20%,Public
Jul-24,APT51575,51575,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV25 3LD,ChargePlace Scotland,166,3215.63,4,95.70%,Public
Jul-24,51576,51576,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1UF,ChargePlace Scotland,25,637.28,0,100.00%,Public
Jul-24,51578,51578,"ChargePlace Scotland, East Lothian Council",East Lothian,EH33 2JX,ChargePlace Scotland,37,1457.32,0,100.00%,Public
Jul-24,APT51579,51579,"ChargePlace Scotland, East Lothian Council",East Lothian,EH33 2JX,ChargePlace Scotland,26,743.19,1,100.00%,Public
Jul-24,51580,51580,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 7AS,ChargePlace Scotland,68,1790.29,0,97.80%,Public
Jul-24,51581,51581,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 6DH,ChargePlace Scotland,30,681.6,1,100.00%,Public
Jul-24,51582,51582,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 6DH,ChargePlace Scotland,27,415.49,1,100.00%,Public
Jul-24,51583,51583,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9QW,ChargePlace Scotland,89,967.95,1,98.50%,Public
Jul-24,51584,51584,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BH,ChargePlace Scotland,134,1517.38,1,94.80%,Public
Jul-24,51585,51585,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BH,ChargePlace Scotland,134,2125.15,1,88.60%,Public
Jul-24,51586,51586,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BH,ChargePlace Scotland,7,116.35,0,100.00%,Public
Jul-24,APT51588,51588,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB44 1RU,ChargePlace Scotland,9,270.11,0,93.80%,Public
Jul-24,APT51589,51589,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB44 1RU,ChargePlace Scotland,35,798.84,0,98.60%,Public
Jul-24,APT51591,51591,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,231,5351.25,9,83.20%,Public
Jul-24,51592,51592,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,192,3634.06,2,86.60%,Public
Jul-24,APT51593,51593,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,150,2350.9,2,83.20%,Public
Jul-24,APT51594,51594,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,160,3739.7,1,88.70%,Public
Jul-24,51595,51595,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,224,4004.53,3,92.30%,Public
Jul-24,APT51596,51596,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,126,2796.88,2,95.10%,Public
Jul-24,APT51597,51597,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,38,414.02,0,99.90%,Public
Jul-24,51598,51598,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,30,380.89,0,99.90%,Public
Jul-24,51599,51599,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2HD,ChargePlace Scotland,26,351.88,0,85.40%,Public
Jul-24,APT51601,51601,"ChargePlace Scotland, East Lothian Council",East Lothian,EH41 4DB,ChargePlace Scotland,31,689.38,1,100.00%,Public
Jul-24,APT51603,51603,"ChargePlace Scotland, East Lothian Council",East Lothian,EH40 3DP,ChargePlace Scotland,13,121.61,1,100.00%,Public
Jul-24,51606,51606,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 6JE,ChargePlace Scotland,39,608.15,0,98.70%,Public
Jul-24,APT51607,51607,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,7,195.71,0,100.00%,Public
Jul-24,APT51608,51608,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,14,333.89,2,100.00%,Public
Jul-24,51610,51610,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1DX,ChargePlace Scotland,13,285.91,0,100.00%,Public
Jul-24,APT51611,51611,"ChargePlace Scotland, Gleaner Limited",Highland,IV16 9XH,ChargePlace Scotland,59,935.42,0,96.80%,Public
Jul-24,51612,51612,"ChargePlace Scotland, Gleaner Limited",Highland,IV16 9XH,ChargePlace Scotland,56,912.76,0,95.10%,Public
Jul-24,51613,51613,"ChargePlace Scotland, Gleaner Limited",Highland,IV16 9XH,ChargePlace Scotland,5,28.75,0,100.00%,Public
Jul-24,APT51614,51614,"ChargePlace Scotland, Dundee City Council",Dundee City,DD5 2DS,ChargePlace Scotland,54,1662.26,0,100.00%,Public
Jul-24,51618,51618,"ChargePlace Scotland, Craigellachie Filling Station",Moray,AB38 9TB,ChargePlace Scotland,28,1242.73,0,98.10%,Public
Jul-24,51619,51619,"ChargePlace Scotland, SBP Management",North Lanarkshire,ML4 3NJ,ChargePlace Scotland,82,1869.67,0,96.80%,Public
Jul-24,51620,51620,"ChargePlace Scotland, SBP Management",North Lanarkshire,ML4 3NJ,ChargePlace Scotland,52,1820.01,0,98.70%,Public
Jul-24,51621,51621,"ChargePlace Scotland, SBP Management, SBP Management Fast",North Lanarkshire,ML4 3NJ,ChargePlace Scotland,19,410.6,0,100.00%,Public
Jul-24,51622,51622,"ChargePlace Scotland, SBP Management, SBP Management Fast",North Lanarkshire,ML4 3NJ,ChargePlace Scotland,68,1328.33,2,99.40%,Public
Jul-24,51623,51623,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 1LE,ChargePlace Scotland,23,685.98,0,96.80%,Public
Jul-24,51624,51624,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 1LE,ChargePlace Scotland,21,639.93,0,100.00%,Public
Jul-24,51628,51628,"ChargePlace Scotland, An Crubh Ltd, Sleat",Highland,IV43 8QU,ChargePlace Scotland,0,0,0,99.10%,Public
Jul-24,51629,51629,"ChargePlace Scotland, An Crubh Ltd, Sleat",Highland,IV43 8QU,ChargePlace Scotland,28,224.47,0,100.00%,Public
Jul-24,51630,51630,"Angus Council, ChargePlace Scotland",Angus,DD5 4NN,ChargePlace Scotland,30,281.77,0,100.00%,Public
Jul-24,51631,51631,"Angus Council, ChargePlace Scotland",Angus,DD8 4EB,ChargePlace Scotland,54,766.94,1,98.30%,Public
Jul-24,51632,51632,"Angus Council, ChargePlace Scotland",Angus,DD8 4EB,ChargePlace Scotland,23,433.35,1,100.00%,Public
Jul-24,11216,51634,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",South Lanarkshire,G71 7LR,ChargePlace Scotland,78,1211.34,1,100.00%,Public
Jul-24,51635,51635,"ChargePlace Scotland, Shetland Islands Council",Shetland Islands,ZE2 9AB,ChargePlace Scotland,1,3.06,0,100.00%,Public
Jul-24,T53-2915-005,51636,"ChargePlace Scotland, University of Strathclyde",Glasgow City,G68 0AF,ChargePlace Scotland,659,15642.4,3,99.70%,Public
Jul-24,WBECYC_0003,51662,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1DJ,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51664,51664,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH7 6JE,ChargePlace Scotland,8,255.38,0,100.00%,Public
Jul-24,51673,51673,"ChargePlace Scotland, Friockheim Community Hub Ltd",Angus,DD11 4TG,ChargePlace Scotland,6,131.95,0,100.00%,Public
Jul-24,51674,51674,"ChargePlace Scotland, Friockheim Community Hub Ltd",Angus,DD11 4TG,ChargePlace Scotland,7,279.96,0,100.00%,Public
Jul-24,51678,51678,"ChargePlace Scotland, The Crichton Trust",Dumfries and Galloway,DG1 4ZE,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,51679,51679,"ChargePlace Scotland, The Crichton Trust",Dumfries and Galloway,DG1 4ZE,ChargePlace Scotland,15,204.49,0,100.00%,Public
Jul-24,51680,51680,"ChargePlace Scotland, The Crichton Trust",Dumfries and Galloway,DG1 4ZE,ChargePlace Scotland,9,168.54,0,100.00%,Public
Jul-24,51681,51681,"ChargePlace Scotland, HITP Management",South Lanarkshire,G72 0BN,ChargePlace Scotland,27,284.95,0,100.00%,Public
Jul-24,51682,51682,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G12 9SA,ChargePlace Scotland,62,1063.96,1,100.00%,Public
Jul-24,51683,51683,"ChargePlace Scotland, Scottish Environment Protection Agency  (Public)",Stirling,FK9 4TZ,ChargePlace Scotland,98,2776.92,1,97.30%,Public
Jul-24,51687,51687,"Arisaig Community Trust, ChargePlace Scotland",Highland,PH39 4NU,ChargePlace Scotland,62,802.16,6,83.30%,Public
Jul-24,51688,51688,"ChargePlace Scotland, Garioch Sports Centre",Aberdeenshire,AB51 0SJ,ChargePlace Scotland,39,524.59,0,100.00%,Public
Jul-24,51689,51689,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1EH,ChargePlace Scotland,64,941.15,0,99.70%,Public
Jul-24,51690,51690,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1EH,ChargePlace Scotland,49,866.89,0,100.00%,Public
Jul-24,51699,51699,"ChargePlace Scotland, East Lothian Council",East Lothian,EH33 1EX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51700,51700,"ChargePlace Scotland, East Lothian Council",East Lothian,EH33 1EX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51703,51703,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9SH,ChargePlace Scotland,3,14.68,0,49.50%,Public
Jul-24,51707,51707,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7PZ,ChargePlace Scotland,26,745.27,1,100.00%,Public
Jul-24,51708,51708,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7PZ,ChargePlace Scotland,28,425.22,1,100.00%,Public
Jul-24,51709,51709,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,54,873.02,1,100.00%,Public
Jul-24,51710,51710,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,105,1281.17,1,100.00%,Public
Jul-24,51711,51711,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,95,1678.51,1,100.00%,Public
Jul-24,51712,51712,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,93,973.6,1,100.00%,Public
Jul-24,51715,51715,"ChargePlace Scotland, Crieff Hydro Family of Hotels, Peebles Hydro Ltd",Scottish Borders,EH45 8LX,ChargePlace Scotland,18,347.49,1,100.00%,Public
Jul-24,51716,51716,"ChargePlace Scotland, Crieff Hydro Family of Hotels, Peebles Hydro Ltd",Scottish Borders,EH45 8LX,ChargePlace Scotland,18,313.59,1,100.00%,Public
Jul-24,51717,51717,"ChargePlace Scotland, Gairloch Community Hall",Highland,IV21 2BP,ChargePlace Scotland,131,2958.55,1,94.20%,Public
Jul-24,51718,51718,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB41 9AE,ChargePlace Scotland,11,157.89,0,100.00%,Public
Jul-24,51719,51719,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB54 8ET,ChargePlace Scotland,72,1001.19,2,100.00%,Public
Jul-24,51720,51720,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB51 3SH,ChargePlace Scotland,35,304.23,1,100.00%,Public
Jul-24,51721,51721,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB51 3WA,ChargePlace Scotland,43,832.11,1,100.00%,Public
Jul-24,51722,51722,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB42 1QF,ChargePlace Scotland,22,440.74,0,100.00%,Public
Jul-24,51723,51723,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB39 2BY,ChargePlace Scotland,56,959.68,5,51.90%,Public
Jul-24,51724,51724,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB53 4EA,ChargePlace Scotland,5,119.05,1,99.30%,Public
Jul-24,51725,51725,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 0RW,ChargePlace Scotland,43,1714.39,0,100.00%,Public
Jul-24,51726,51726,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 0RW,ChargePlace Scotland,27,844.11,0,100.00%,Public
Jul-24,51727,51727,"ChargePlace Scotland, East Lothian Council",East Lothian,EH39 5ER,ChargePlace Scotland,35,637.83,0,100.00%,Public
Jul-24,51728,51728,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1DX,ChargePlace Scotland,27,621.19,1,100.00%,Public
Jul-24,51730,51730,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1JL,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51731,51731,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1JL,ChargePlace Scotland,170,1453.49,3,91.70%,Public
Jul-24,51732,51732,"ChargePlace Scotland, East Lothian Council",East Lothian,EH33 1JB,ChargePlace Scotland,81,1504.78,0,94.80%,Public
Jul-24,51733,51733,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9ER,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,51735,51735,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9ER,ChargePlace Scotland,15,322.19,1,13.90%,Public
Jul-24,51738,51738,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8PB,ChargePlace Scotland,32,678.8,1,99.10%,Public
Jul-24,51745,51745,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB45 1HE,ChargePlace Scotland,15,180.22,0,36.10%,Public
Jul-24,51750,51750,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,AB10 1ZU,ChargePlace Scotland,114,3002.77,1,95.70%,Public
Jul-24,51751,51751,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB15 8UN,ChargePlace Scotland,117,3416.2,0,95.10%,Public
Jul-24,51752,51752,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB24 4AN,ChargePlace Scotland,26,554.5,0,100.00%,Public
Jul-24,51753,51753,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB45 1HE,ChargePlace Scotland,40,786.52,1,98.90%,Public
Jul-24,51755,51755,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB45 1HE,ChargePlace Scotland,110,1543.68,1,100.00%,Public
Jul-24,51758,51758,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB53 8RD,ChargePlace Scotland,9,139.02,0,100.00%,Public
Jul-24,51759,51759,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB53 8RD,ChargePlace Scotland,3,62.34,0,100.00%,Public
Jul-24,APT51764,51764,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB32 6FY,ChargePlace Scotland,40,854.68,0,96.00%,Public
Jul-24,APT51765,51765,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB32 6FY,ChargePlace Scotland,52,1379.2,0,100.00%,Public
Jul-24,51766,51766,"Barcaldine Castle, ChargePlace Scotland",Argyll and Bute,PA37 1SA,ChargePlace Scotland,0,0,0,76.70%,Public
Jul-24,51769,51769,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2PS,ChargePlace Scotland,210,5717.67,0,77.70%,Public
Jul-24,51770,51770,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2PS,ChargePlace Scotland,74,2112.16,3,48.00%,Public
Jul-24,51771,51771,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2PS,ChargePlace Scotland,12,227.22,0,100.00%,Public
Jul-24,51772,51772,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2PS,ChargePlace Scotland,12,177.77,0,100.00%,Public
Jul-24,51777,51777,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG6 4HY,ChargePlace Scotland,162,4276.29,1,92.20%,Public
Jul-24,51781,51781,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7AG,ChargePlace Scotland,109,3124.22,0,95.80%,Public
Jul-24,51782,51782,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7AG,ChargePlace Scotland,31,746.16,0,51.10%,Public
Jul-24,51783,51783,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7AG,ChargePlace Scotland,10,355.9,0,100.00%,Public
Jul-24,51784,51784,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG9 7AG,ChargePlace Scotland,12,345.57,1,100.00%,Public
Jul-24,51792,51792,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 1LH,ChargePlace Scotland,56,1535.79,0,100.00%,Public
Jul-24,51793,51793,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 3BA,ChargePlace Scotland,56,971.83,3,100.00%,Public
Jul-24,51841,51841,"ChargePlace Scotland, Kinlochleven Community Trust",Highland,PH50 4SH,ChargePlace Scotland,1,9.44,1,100.00%,Public
Jul-24,51842,51842,"ChargePlace Scotland, Speyside Gardens Caravan Park",Moray,AB38 9LD,ChargePlace Scotland,5,103.47,0,100.00%,Public
Jul-24,51846,51846,"ChargePlace Scotland, Port William Inshore Rescue Service",Dumfries and Galloway,DG8 9QF,ChargePlace Scotland,15,323.93,0,100.00%,Public
Jul-24,51849,51849,"Angus Council, ChargePlace Scotland",Angus,DD8 2PZ,ChargePlace Scotland,40,901.87,1,99.00%,Public
Jul-24,51850,51850,"Angus Council, ChargePlace Scotland",Angus,DD8 2PZ,ChargePlace Scotland,3,42.87,0,100.00%,Public
Jul-24,51851,51851,"Barcaldine Castle, ChargePlace Scotland",Argyll and Bute,PA37 1SA,ChargePlace Scotland,8,203.85,1,100.00%,Public
Jul-24,51852,51852,"ChargePlace Scotland, Clydebank Housing Association",West Dunbartonshire,G81 3AG,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51853,51853,"ChargePlace Scotland, Clydebank Housing Association",West Dunbartonshire,G81 1BL,ChargePlace Scotland,15,226.62,0,99.60%,Public
Jul-24,51854,51854,"Angus Council, ChargePlace Scotland",Angus,DD10 8EZ,ChargePlace Scotland,125,2196.07,1,96.90%,Public
Jul-24,51855,51855,"Angus Council, ChargePlace Scotland",Angus,DD10 8EZ,ChargePlace Scotland,19,160.76,0,100.00%,Public
Jul-24,51856,51856,"ChargePlace Scotland, Skyeskyns Ltd",Highland,IV55 8GD,ChargePlace Scotland,20,362.73,0,100.00%,Public
Jul-24,10707,51857,"4TH PROPERTY SERVICES LTD, ChargePlace Scotland, BP - ChargePlace Scotland",Renfrewshire,PA5 8SN,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,51860,51860,"ChargePlace Scotland, The Park Hotel Thurso",Highland,KW14 8RE,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,APT51862,51862,"ChargePlace Scotland, Fife Council",Fife,KY8 1AB,ChargePlace Scotland,82,2530.18,0,100.00%,Public
Jul-24,51863,51863,"ChargePlace Scotland, ST MARY'S SCOTTISH EPISCOPAL CHURCH",Midlothian,EH22 2NA,ChargePlace Scotland,9,75.02,0,100.00%,Public
Jul-24,51864,51864,"ChargePlace Scotland, Fife Council",Fife,KY3 9DY,ChargePlace Scotland,98,1736.08,1,99.20%,Public
