Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Allowed vehicle type,Domain,Number of sessions,Power drawn (kWh),Number of Tickets,Uptime
Feb-23,53818,53818,"Angus Council, ChargePlace Scotland",Angus,DD2 5QE,Any,ChargePlace Scotland,35,490.59,0,100.00%
Feb-23,53819,53819,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G71 5AT,Any,ChargePlace Scotland,81,2317.43,0,100.00%
Feb-23,53820,53820,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G71 5AT,Any,ChargePlace Scotland,66,1515.25,1,100.00%
Feb-23,53829,53829,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW15 1LG,Any,ChargePlace Scotland,41,744.84,0,100.00%
Feb-23,53840,53840,"ChargePlace Scotland, Fife Council, Fife Council 22kw Tariff",Fife,KY16 9BY,Any,ChargePlace Scotland,37,814.62,0,100.00%
Feb-23,53841,53841,"ChargePlace Scotland, Fife Council, Fife Council 7kw Tariff",Fife,KY16 9BY,Any,ChargePlace Scotland,27,473.96,0,100.00%
Feb-23,53853,53853,"Aberdeenshire Council, Aberdeenshire Council 7kW Tariff, ChargePlace Scotland",Aberdeenshire,AB39 2DQ,Any,ChargePlace Scotland,87,1635.69,1,100.00%
Feb-23,13797,53888,"ChargePlace Scotland, Jura Development Trust, BP - ChargePlace Scotland",Argyll and Bute,PA60 7XS,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,13685,53889,"ChargePlace Scotland, Jura Development Trust, BP - ChargePlace Scotland",Argyll and Bute,PA60 7XU,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,53893,53893,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,91,1268.07,0,100.00%
Feb-23,53894,53894,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,75,1012.61,0,100.00%
Feb-23,53895,53895,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,64,820.08,0,100.00%
Feb-23,53898,53898,"ChargePlace Scotland, University of Dundee",Dundee City,DD1 4HD,Any,ChargePlace Scotland,4,30.19,0,100.00%
Feb-23,53900,53900,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML11 7DG,Any,ChargePlace Scotland,68,899.48,0,100.00%
Feb-23,53903,53903,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 9JT,Any,ChargePlace Scotland,34,832.75,1,100.00%
Feb-23,53904,53904,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G72 9JT,Any,ChargePlace Scotland,58,999.15,0,100.00%
Feb-23,53918,53918,"ChargePlace Scotland, NHS Forth Valley",Stirling,FK8 2AU,Any,ChargePlace Scotland,89,2533.82,12,100.00%
Feb-23,53937,53937,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G33 6DP,Any,ChargePlace Scotland,80,2268.91,1,100.00%
Feb-23,53938,53938,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G33 6DP,Any,ChargePlace Scotland,61,784.34,0,100.00%
Feb-23,53939,53939,North Lanarkshire Council,North Lanarkshire,G33 6DP,Any,ChargePlace Scotland,81,1310.03,0,100.00%
Feb-23,53962,53962,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,Any,ChargePlace Scotland,196,4624.16,3,100.00%
Feb-23,53995,53995,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 0LP,Any,ChargePlace Scotland,10,157.57,0,100.00%
Feb-23,53996,53996,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 0LP,Any,ChargePlace Scotland,12,78.17,0,100.00%
Feb-23,54004,54004,"ChargePlace Scotland, West Lothian Council",West Lothian,EH53 0GU,Any,ChargePlace Scotland,26,465.75,1,100.00%
Feb-23,54007,54007,North Lanarkshire Council,North Lanarkshire,ML1 5SY,Any,ChargePlace Scotland,63,1644.46,0,100.00%
Feb-23,54018,54018,"ChargePlace Scotland, Pennan Harbour, Pennan Harbour 22 KW Tariff",Aberdeenshire,AB43 6JB,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54021,54021,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML10 6BE,Any,ChargePlace Scotland,58,1227.46,1,100.00%
Feb-23,54022,54022,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML10 6BE,Any,ChargePlace Scotland,94,1970.82,0,100.00%
Feb-23,54038,54038,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 7AE,Any,ChargePlace Scotland,96,2115.91,0,100.00%
Feb-23,54040,54040,North Lanarkshire Council,North Lanarkshire,G67 2ST,Any,ChargePlace Scotland,44,1117.38,0,100.00%
Feb-23,54041,54041,North Lanarkshire Council,North Lanarkshire,G67 2ST,Any,ChargePlace Scotland,73,1626.1,0,100.00%
Feb-23,54042,54042,North Lanarkshire Council,North Lanarkshire,ML7 5ET,Any,ChargePlace Scotland,57,1737.23,1,100.00%
Feb-23,54043,54043,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML7 5ET,Any,ChargePlace Scotland,63,885.75,0,100.00%
Feb-23,54050,54050,"ChargePlace Scotland, Moray Council",Moray,IV30 1BY,Any,ChargePlace Scotland,26,388.99,0,100.00%
Feb-23,54051,54051,"ChargePlace Scotland, Moray Council",Moray,IV30 1BY,Any,ChargePlace Scotland,31,516.77,0,100.00%
Feb-23,54052,54052,"ChargePlace Scotland, Moray Council",Moray,IV30 1BY,Any,ChargePlace Scotland,21,329.19,0,100.00%
Feb-23,54053,54053,"ChargePlace Scotland, Moray Council",Moray,IV30 1BY,Any,ChargePlace Scotland,21,298.92,1,100.00%
Feb-23,54054,54054,"ChargePlace Scotland, Moray Council",Moray,IV30 1BY,Any,ChargePlace Scotland,10,134.29,0,100.00%
Feb-23,54055,54055,"ChargePlace Scotland, Moray Council",Moray,IV30 1BY,Any,ChargePlace Scotland,20,304.21,1,100.00%
Feb-23,54100,54100,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 7AE,Any,ChargePlace Scotland,61,1488.78,0,100.00%
Feb-23,14271,54110,"ChargePlace Scotland, Mackenzie's Farm Shop and Cafe, BP - ChargePlace Scotland",Shetland Islands,ZE2 9HA,Any,ChargePlace Scotland,5,74.53,0,100.00%
Feb-23,54120,54120,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML11 8AB,Any,ChargePlace Scotland,33,640.65,0,100.00%
Feb-23,54123,54123,"ChargePlace Scotland, Crieff Hydro 22kW Tariff, Crieff Hydro Family of Hotels, Freedom Hotels West Ltd",Highland,PH49 4JY,Any,ChargePlace Scotland,16,178.7,0,100.00%
Feb-23,54144,54144,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML9 1ER,Any,ChargePlace Scotland,75,1729.79,3,100.00%
Feb-23,54145,54145,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML9 1ER,Any,ChargePlace Scotland,64,1411.55,0,100.00%
Feb-23,54146,54146,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML9 1ER,Any,ChargePlace Scotland,54,1084.98,0,100.00%
Feb-23,M1125017-2,54147,"ChargePlace Scotland, McMIllan Hotels Ltd, McMIllan Hotels Ltd 22kW Tariff",Dumfries and Galloway,DG9 8EH,Any,ChargePlace Scotland,12,336.62,2,100.00%
Feb-23,54149,54149,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML12 6TW,Any,ChargePlace Scotland,3,25.46,0,100.00%
Feb-23,54150,54150,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML12 6TW,Any,ChargePlace Scotland,17,289.23,0,100.00%
Feb-23,54173,54173,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV54 8YD,Any,ChargePlace Scotland,2,5.14,0,100.00%
Feb-23,54183,54183,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7JE,Any,ChargePlace Scotland,14,331.64,0,100.00%
Feb-23,WBECYC_0017,54189,"ChargePlace Scotland, Midlothian Council, Midlothian Council 22kW Tariff",Midlothian,EH22 1QL,Any,ChargePlace Scotland,28,589.22,0,100.00%
Feb-23,54191,54191,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK6 6JW,Any,ChargePlace Scotland,42,864.79,0,100.00%
Feb-23,54192,54192,"ChargePlace Scotland, Queens Cross Housing Association",Glasgow City,G22 5PG,Any,ChargePlace Scotland,23,596.7,1,100.00%
Feb-23,54201,54201,"ChargePlace Scotland, East Lothian Council, East Lothian Council 7kW Tariff",East Lothian,EH21 8LE,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54217,54217,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,KW8 6HH,Any,ChargePlace Scotland,3,39.9,0,100.00%
Feb-23,54218,54218,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV14 9DH,Any,ChargePlace Scotland,20,485.94,0,100.00%
Feb-23,54219,54219,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV14 9DH,Any,ChargePlace Scotland,6,66.82,0,100.00%
Feb-23,54233,54233,"ChargePlace Scotland, Fife Council, Fife Council 22kw Tariff",Fife,KY10 2DH,Any,ChargePlace Scotland,63,1325.31,2,100.00%
Feb-23,54234,54234,"ChargePlace Scotland, Moray Council",Moray,AB55 4AR,Any,ChargePlace Scotland,35,468.31,0,100.00%
Feb-23,54235,54235,"ChargePlace Scotland, Moray Council",Moray,AB56 4RL,Any,ChargePlace Scotland,53,1532.02,0,100.00%
Feb-23,54238,54238,"ChargePlace Scotland, Moray Council",Moray,AB36 9PW,Any,ChargePlace Scotland,32,644.24,0,100.00%
Feb-23,54239,54239,"ChargePlace Scotland, Moray Council",Moray,AB38 7AZ,Any,ChargePlace Scotland,5,138.93,0,100.00%
Feb-23,54240,54240,"ChargePlace Scotland, Moray Council",Moray,IV36 1SW,Any,ChargePlace Scotland,59,673.88,0,100.00%
Feb-23,54249,54249,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,4,58.24,0,100.00%
Feb-23,54250,54250,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54251,54251,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 22kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54252,54252,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 7kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54253,54253,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 7kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54254,54254,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 7kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,1,17.89,0,100.00%
Feb-23,54255,54255,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 7kW Tariff",Dumfries and Galloway,DG8 9EH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54258,54258,"ChargePlace Scotland, Fife Council, Fife Council 22kw Tariff",Fife,KA8 0BJ,Any,ChargePlace Scotland,34,1077.16,1,100.00%
Feb-23,54262,54262,"ChargePlace Scotland, Orkney Council Fast 22KW Tariff, Orkney Islands Council",Orkney Islands,KW17 2SS,Any,ChargePlace Scotland,14,201.49,1,100.00%
Feb-23,54264,54264,"ChargePlace Scotland, Orkney Council Fast 7KW Tariff, Orkney Islands Council",Orkney Islands,KW16 3AG,Any,ChargePlace Scotland,4,40.83,1,100.00%
Feb-23,54265,54265,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7AA,Any,ChargePlace Scotland,67,1737.06,0,100.00%
Feb-23,54282,54282,"ChargePlace Scotland, Stirling Council",Stirling,FK8 1QZ,Any,ChargePlace Scotland,220,2714.38,0,100.00%
Feb-23,54301,54301,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7EA,Any,ChargePlace Scotland,52,1078.94,0,100.00%
Feb-23,54302,54302,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7EA,Any,ChargePlace Scotland,36,716.57,0,100.00%
Feb-23,54303,54303,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7EA,Any,ChargePlace Scotland,50,1203.85,0,100.00%
Feb-23,54304,54304,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7EA,Any,ChargePlace Scotland,39,774.65,0,100.00%
Feb-23,54305,54305,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7EA,Any,ChargePlace Scotland,47,1386.91,0,100.00%
Feb-23,54306,54306,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7EA,Any,ChargePlace Scotland,31,460.25,0,100.00%
Feb-23,54307,54307,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,G72 7LZ,Any,ChargePlace Scotland,36,436.6,0,100.00%
Feb-23,54308,54308,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,G72 7LZ,Any,ChargePlace Scotland,38,534.07,0,100.00%
Feb-23,54309,54309,"ChargePlace Scotland, East Lothian Council, East Lothian Council 22kW Tariff",East Lothian,EH32 0BG,Any,ChargePlace Scotland,36,695.87,0,100.00%
Feb-23,54318,54318,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 2NQ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,54319,54319,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 1NU,Any,ChargePlace Scotland,21,388.3,0,100.00%
Feb-23,60002,60002,"ChargePlace Scotland, Scottish Power Energy Networks, South Lanarkshire Council Public",South Lanarkshire,ML3 6BJ,Any,ChargePlace Scotland,137,1275.64,0,100.00%
Feb-23,60011,60011,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 7kW Tariff",Dumfries and Galloway,DG7 1BE,Any,ChargePlace Scotland,14,281.23,0,100.00%
Feb-23,60012,60012,"ChargePlace Scotland, Dumfries and Galloway Council, Dumfries and Galloway Council 7kW Tariff",Dumfries and Galloway,DG7 1BE,Any,ChargePlace Scotland,5,50.7,1,100.00%
Feb-23,60013,60013,"Perth & Kinross Council, ChargePlace Scotland",Perth and Kinross,PH3 1AA,Any,ChargePlace Scotland,79,1375.85,1,100.00%
Feb-23,60017,60017,"Angus Council, ChargePlace Scotland",Angus,DD5 3QN,Any,ChargePlace Scotland,29,577.67,0,100.00%
Feb-23,60018,60018,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML8 4BF,Any,ChargePlace Scotland,17,309.02,0,100.00%
Feb-23,60019,60019,"ChargePlace Scotland, South Lanarkshire Council Public",South Lanarkshire,ML8 4BF,Any,ChargePlace Scotland,27,837.38,0,100.00%
Feb-23,60032,60032,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G42 8UH,Any,ChargePlace Scotland,64,1475.42,0,100.00%
Feb-23,60033,60033,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G42 8UH,Any,ChargePlace Scotland,69,1553.22,2,100.00%
Feb-23,60049,60049,"ChargePlace Scotland, Shetland Council",Shetland Islands,ZE1 0AB,Any,ChargePlace Scotland,30,362.58,0,100.00%
Feb-23,60050,60050,"ChargePlace Scotland, Shetland Council",Shetland Islands,ZE1 OLX,Any,ChargePlace Scotland,39,341.47,0,100.00%
Feb-23,60074,60074,"ChargePlace Scotland, Orkney Islands Council, Orkney Council Fast 7KW Tariff",Orkney Islands,KW15 1UT,Any,ChargePlace Scotland,0,0,1,100.00%
Feb-23,60075,60075,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G33 4ST,Any,ChargePlace Scotland,109,2925.04,1,100.00%
Feb-23,60076,60076,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G33 4ST,Any,ChargePlace Scotland,114,3192.44,1,100.00%
Feb-23,60077,60077,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G33 4ST,Any,ChargePlace Scotland,132,3691.96,0,100.00%
Feb-23,60081,60081,"ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA19 7AE,Any,ChargePlace Scotland,86,2173.3,0,100.00%
Feb-23,60109,60109,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,14,189.99,0,100.00%
Feb-23,60110,60110,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,5,66.95,0,100.00%
Feb-23,60111,60111,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,6,123.78,0,100.00%
Feb-23,60112,60112,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,5,79.11,0,100.00%
Feb-23,60113,60113,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,9,122.8,0,100.00%
Feb-23,60114,60114,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,8,163.4,0,100.00%
Feb-23,60115,60115,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,10,150.79,0,100.00%
Feb-23,60116,60116,"ChargePlace Scotland, Edinburgh Leisure",City of Edinburgh,EH7 6AE,Any,ChargePlace Scotland,12,153.72,0,100.00%
Feb-23,60119,60119,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3BB,Any,ChargePlace Scotland,129,2333.05,2,100.00%
Feb-23,60137,60137,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK1 4PP,Any,ChargePlace Scotland,43,881.95,0,100.00%
Feb-23,60138,60138,"ChargePlace Scotland, Falkirk Council, Falkirk Council 22kw Tariff",Falkirk,FK5 4HE,Any,ChargePlace Scotland,87,1528.27,1,100.00%
Feb-23,60142,60142,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7TL,Any,ChargePlace Scotland,58,792.61,4,100.00%
Feb-23,60143,60143,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7TL,Any,ChargePlace Scotland,21,299.82,1,100.00%
Feb-23,60144,60144,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7TL,Any,ChargePlace Scotland,44,420.33,1,100.00%
Feb-23,60145,60145,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7TL,Any,ChargePlace Scotland,39,652.9,0,100.00%
Feb-23,60146,60146,"ChargePlace Scotland, Stirling Council",Stirling,FK7 7TL,Any,ChargePlace Scotland,21,324.72,1,100.00%
Feb-23,60149,60149,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 8AQ,Any,ChargePlace Scotland,169,2924.67,2,100.00%
Feb-23,60152,60152,Stirling Council,Stirling,FK7 0DB,Any,ChargePlace Scotland,8,70.16,1,100.00%
Feb-23,60163,60163,"ChargePlace Scotland, East Ayrshire Council",East Ayrshire,KA3 1HL,Any,ChargePlace Scotland,49,430,0,100.00%
Feb-23,60164,60164,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA12 0PQ,Any,ChargePlace Scotland,9,334.2,0,100.00%
Feb-23,60166,60166,"ChargePlace Scotland, Falkirk Council, Falkirk Council 7kw Dual Outlet",Falkirk,FK1 1AA,Any,ChargePlace Scotland,14,311.64,0,100.00%
Feb-23,60192,60192,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA5 8EG,Any,ChargePlace Scotland,95,1546.12,0,100.00%
Feb-23,60199,60199,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA3 3RA,Any,ChargePlace Scotland,144,1589.07,0,100.00%
Feb-23,60200,60200,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA3 3RA,Any,ChargePlace Scotland,139,1519.5,0,100.00%
Feb-23,60202,60202,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,Any,ChargePlace Scotland,87,1894.69,0,100.00%
Feb-23,60204,60204,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA12 4AE,Any,ChargePlace Scotland,106,1928.78,0,100.00%
Feb-23,60205,60205,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA2 0DN,Any,ChargePlace Scotland,49,1260.13,0,100.00%
Feb-23,60206,60206,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA2 0DN,Any,ChargePlace Scotland,25,690.35,0,100.00%
Feb-23,60209,60209,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G45 9UG,Any,ChargePlace Scotland,102,3058.43,0,100.00%
Feb-23,60211,60211,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G45 9UG,Any,ChargePlace Scotland,94,2441.03,0,100.00%
Feb-23,60222,60222,"ChargePlace Scotland, Parker Tech Services, West Dunbartonshire Council",West Dunbartonshire,G82 4NA,Any,ChargePlace Scotland,41,1176.16,0,100.00%
Feb-23,60231,60231,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA12 4AB,Any,ChargePlace Scotland,39,910.42,1,100.00%
Feb-23,60232,60232,"ChargePlace Scotland, Wheatley Group",Glasgow City,G13 3HF,Any,ChargePlace Scotland,14,321.14,2,100.00%
Feb-23,60233,60233,"ChargePlace Scotland, Wheatley Group",Glasgow City,G13 3HF,Any,ChargePlace Scotland,24,560.47,3,100.00%
Feb-23,60245,60245,"ChargePlace Scotland, Wheatley Group",Glasgow City,G42 9ER,Any,ChargePlace Scotland,116,1809.59,1,100.00%
Feb-23,60253,60253,"ChargePlace Scotland, West Dunbartonshire Council",West Dunbartonshire,G81 3HT,Any,ChargePlace Scotland,161,2800.4,0,100.00%
Feb-23,60264,60264,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G14 9HD,Any,ChargePlace Scotland,149,2772.47,0,100.00%
Feb-23,60265,60265,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G14 9HD,Any,ChargePlace Scotland,151,3575.41,1,100.00%
Feb-23,60266,60266,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G14 9HD,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60277,60277,"ChargePlace Scotland, Angus Council",Angus,DD8 1AZ,Any,ChargePlace Scotland,79,1358.53,0,100.00%
Feb-23,60283,60283,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,Any,ChargePlace Scotland,67,1472.94,0,100.00%
Feb-23,60284,60284,"Renfrewshire Council, ChargePlace Scotland",Renfrewshire,,Any,ChargePlace Scotland,75,1649.16,0,100.00%
Feb-23,60287,60287,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,Any,ChargePlace Scotland,56,1022.86,0,100.00%
Feb-23,60288,60288,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,,Any,ChargePlace Scotland,117,2516.73,0,100.00%
Feb-23,60290,60290,"Campion Homes, ChargePlace Scotland",Dundee City,DD4 9JH,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60309,60309,"ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,PH32 4DF,Any,ChargePlace Scotland,16,133.75,0,100.00%
Feb-23,60311,60311,"Aberdeenshire Council, Aberdeenshire Council 22kW Tariff, ChargePlace Scotland",Aberdeenshire,AB44 1RD,Any,ChargePlace Scotland,35,282.89,0,100.00%
Feb-23,60314,60314,"ChargePlace Scotland, Moray Council",Moray,IV30 1RJ,Any,ChargePlace Scotland,6,150.07,0,100.00%
Feb-23,60315,60315,"ChargePlace Scotland, Moray Council",Moray,IV30 1RJ,Any,ChargePlace Scotland,12,132.3,2,100.00%
Feb-23,60318,60318,"Aberdeen City Council, Aberdeen City Council 7kW Tariff, ChargePlace Scotland",Aberdeen City,AB21 9TB,Any,ChargePlace Scotland,29,833.3,0,100.00%
Feb-23,60322,60322,"Aberdeenshire Council, Aberdeenshire Council 22kW Tariff, ChargePlace Scotland",Aberdeenshire,AB33 8TY,Any,ChargePlace Scotland,31,815.14,0,100.00%
Feb-23,60326,60326,"ChargePlace Scotland, Comhairle Nan Eilean Siar, Comhairle Nan Eilean Siar 50kW Tariff",Na h-Eileanan an Iar,HS1 2PY,Any,ChargePlace Scotland,75,1626.29,0,100.00%
Feb-23,60333,60333,"NHS Highlands, ChargePlace Scotland",Highland,PH22 1AJ,Any,ChargePlace Scotland,24,411.61,4,100.00%
Feb-23,60334,60334,"NHS Highlands, ChargePlace Scotland",Highland,PH22 1AJ,Any,ChargePlace Scotland,18,374.54,3,100.00%
Feb-23,60342,60342,"ChargePlace Scotland, Smithy Community Hub",Highland,IV54 8YS,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60371,60371,Moray Council (Non-Public),Moray,AB55 5HJ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60372,60372,Moray Council (Non-Public),Moray,AB55 5HJ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60373,60373,Moray Council (Non-Public),Moray,AB55 5HJ,Any,ChargePlace Scotland,1,8.17,0,100.00%
Feb-23,60374,60374,Moray Council (Non-Public),Moray,AB55 5HJ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60375,60375,Moray Council (Non-Public),Moray,AB55 5HJ,Any,ChargePlace Scotland,2,17.49,0,100.00%
Feb-23,60376,60376,Moray Council (Non-Public),Moray,AB55 5HJ,Any,ChargePlace Scotland,0,0,0,100.00%
Feb-23,60386,60386,"ChargePlace Scotland, Scottish Natural Heritage",Aberdeen City,,Any,ChargePlace Scotland,3,45.74,1,100.00%
Feb-23,60387,60387,"ChargePlace Scotland, Scottish Natural Heritage",Aberdeen City,,Any,ChargePlace Scotland,1,30.28,0,100.00%
Feb-23,60388,60388,"ChargePlace Scotland, Scottish Natural Heritage",Aberdeen,,Any,ChargePlace Scotland,1,36.34,0,100.00%
Feb-23,60393,60393,"ChargePlace Scotland, Hillcrest Housing Association",Dundee City,DD4 6TQ,Any,ChargePlace Scotland,23,622.41,0,100.00%
Feb-23,60395,60395,"ChargePlace Scotland, University of Stirling",Stirling,FK9 4LA,Any,ChargePlace Scotland,103,1908.83,0,100.00%
Feb-23,60396,60396,"Sport Aberdeen, ChargePlace Scotland",Aberdeen City,AB16 5TL,Any,ChargePlace Scotland,66,958.42,0,100.00%
Feb-23,APT60399,60399,"Hi-Trans, ChargePlace Scotland, Highland Council, Highland Council Destination Chargers",Highland,IV7 8JH,Any,ChargePlace Scotland,31,438.58,1,100.00%
